pv,tipo,empresa_informante,procedencia,procdet,geojson
Venteo Bateria 1 Lomas de Ocampo,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 1 Lomas de Ocampo,"{""type"":""Point"",""coordinates"":[-68.3745100004952,-37.9614100001466]}"
Venteo Bateria 1 El Caracol,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 1 El Caracol,"{""type"":""Point"",""coordinates"":[-68.4265000007208,-37.9000199997201]}"
Venteo Bateria 1 Borde Mocho,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 1 Borde Mocho,"{""type"":""Point"",""coordinates"":[-68.2770600001465,-38.1461400000746]}"
Venteo Estacion Motocompresora 7,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Estacion Motocompresora 7,"{""type"":""Point"",""coordinates"":[-68.2013100000886,-38.2598300003434]}"
Venteo Estacion Motocompresora 8,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Estacion Motocompresora 8,"{""type"":""Point"",""coordinates"":[-68.5182800005808,-38.2245399999335]}"
Venteo Bateria 1 Charco del Palenque,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 1 Charco del Palenque,"{""type"":""Point"",""coordinates"":[-68.2040400000542,-38.260739999759]}"
Venteo Estacion Motocompresora 9,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Estacion Motocompresora 9,"{""type"":""Point"",""coordinates"":[-68.3370800000526,-38.1613000002177]}"
Venteo Planta de Acondicionamiento de Gas,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Planta Jarilla Quemada,"{""type"":""Point"",""coordinates"":[-67.9558300001966,-38.464130000188]}"
Venteo Bateria 2 Borde Montuoso,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 2 Borde Montuoso,"{""type"":""Point"",""coordinates"":[-68.5015368984464,-38.2247443846001]}"
FQ-LMe.x-1,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo LMe.x-1,"{""type"":""Point"",""coordinates"":[-67.4414905887706,-38.1894489240456]}"
FQ-Am.x-1,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo Am.x-1,"{""type"":""Point"",""coordinates"":[-67.4584666341771,-38.1867888195053]}"
FQ-EPN.x-1,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo EPN.x-1,"{""type"":""Point"",""coordinates"":[-67.5826060435188,-38.1664792974152]}"
FQ-EPN.a-2,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo EPN.a-2,"{""type"":""Point"",""coordinates"":[-67.5825597871127,-38.1684273101988]}"
STk-PC-PC-303-001,CHIMENEA DE QUEMA,CGC ENERGIA SAU,YACIMIENTO,PC-PC-303,"{""type"":""Point"",""coordinates"":[-68.6172002369999,-46.5470118409999]}"
STk-BAT-TP-104-001,CHIMENEA DE QUEMA,CGC ENERGIA SAU,YACIMIENTO,BAT-TP-104,"{""type"":""Point"",""coordinates"":[-67.6806662419999,-46.5059675489999]}"
STk-EH-3189-001,CHIMENEA DE QUEMA,CGC ENERGIA SAU,YACIMIENTO,EH-3189,"{""type"":""Point"",""coordinates"":[-68.1703622739999,-46.5203813709999]}"
STk-PC-PC2-001,CHIMENEA DE QUEMA,CGC ENERGIA SAU,YACIMIENTO,PC-PC2,"{""type"":""Point"",""coordinates"":[-67.9394833179999,-46.6592226679999]}"
STk-PC-SPC-306-001,CHIMENEA DE QUEMA,CGC ENERGIA SAU,YACIMIENTO,PC-SPC-306,"{""type"":""Point"",""coordinates"":[-68.6979523009999,-46.6433874429999]}"
STk-EH-3193-001,CHIMENEA DE QUEMA,CGC ENERGIA SAU,YACIMIENTO,EH-3193,"{""type"":""Point"",""coordinates"":[-68.205749636,-46.6247713339999]}"
FQ-PG-EH-UGA-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,PG-EH-UGA,"{""type"":""Point"",""coordinates"":[-68.0906141919999,-46.6415750369999]}"
FQ-ColAux-EH-3028-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,ColAux-EH-3028,"{""type"":""Point"",""coordinates"":[-68.0715149289999,-46.626109379]}"
FQ-PTCG,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Planta PTCG,"{""type"":""Point"",""coordinates"":[-67.5044225227769,-38.1741054704439]}"
FQ-EJ.a-11,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo EJ.a-11,"{""type"":""Point"",""coordinates"":[-67.5052524921087,-38.1794413991011]}"
FQ-BAT-EJ-4,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Bateria EJ-4,"{""type"":""Point"",""coordinates"":[-67.5193588683169,-38.1855689280635]}"
Puesto GuardiÃ¡n,CHIMENEA DE QUEMA,PRESIDENT PETROLEUM S.A.,YACIMIENTO,Puesto GuardiÃ¡n,"{""type"":""Point"",""coordinates"":[-63.7789128595662,-23.9581225565319]}"
FQ-EC.x-3,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo EC.x-3,"{""type"":""Point"",""coordinates"":[-67.4205112642833,-38.172006270273]}"
FQ-EJ.a-12,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo EJ.a-12,"{""type"":""Point"",""coordinates"":[-67.4988729892968,-38.1782328217872]}"
FQ-EJ.a-14,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo EJ.a-14,"{""type"":""Point"",""coordinates"":[-67.4999292790129,-38.1914824822306]}"
USPLLL10-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL10,"{""type"":""Point"",""coordinates"":[-68.783953487,-38.442815965]}"
PV-BATSPD02,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATSPD02,"{""type"":""Point"",""coordinates"":[-68.169093515,-37.677343719]}"
USPSSE02-SVENTEOS-EFL201,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPSSE02,"{""type"":""Point"",""coordinates"":[-68.1373301359999,-53.379466134]}"
PV-BATSPD03,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATSPD03,"{""type"":""Point"",""coordinates"":[-68.200744373,-37.662234579]}"
PV-BATLOM22,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM22,"{""type"":""Point"",""coordinates"":[-69.1917241629999,-37.331258238]}"
PTGADA01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTGADA01,"{""type"":""Point"",""coordinates"":[-69.140770356,-38.231189108]}"
USPLLL01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL01,"{""type"":""Point"",""coordinates"":[-68.621868429,-38.486473997]}"
PTC,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,TPL_PTC,"{""type"":""Point"",""coordinates"":[-69.2805883540618,-37.3705827443188]}"
Venteo Bateria 10,FOSA DE QUEMA,Vista Oil & Gas Argentina SA,PLANTA COMPRESORA,Bateria 10 25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8336791995884,-38.0794067386102]}"
Venteo Bateria 11,FOSA DE QUEMA,Vista Oil & Gas Argentina SA,PLANTA COMPRESORA,Bateria 11 25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8021240232558,-38.0878295893994]}"
Venteo Bateria 12,FOSA DE QUEMA,Vista Oil & Gas Argentina SA,PLANTA COMPRESORA,Bateria 12 25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8654174806703,-38.0578002929641]}"
Venteo Bateria 14,FOSA DE QUEMA,Vista Oil & Gas Argentina SA,PLANTA COMPRESORA,Bateria 14 25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8878784184788,-37.9556884768985]}"
Venteo Bateria 15,FOSA DE QUEMA,Vista Oil & Gas Argentina SA,PLANTA COMPRESORA,Bateria 15 25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.9075927734475,-37.9940185544563]}"
Venteo Bateria 17,FOSA DE QUEMA,Vista Oil & Gas Argentina SA,PLANTA COMPRESORA,Bateria 17 JagÃ¼el de los Machos,"{""type"":""Point"",""coordinates"":[-67.7902832035926,-38.1176147459315]}"
Venteo Bateria 19,FOSA DE QUEMA,Vista Oil & Gas Argentina SA,PLANTA COMPRESORA,Bateria 19 JagÃ¼el de los Machos,"{""type"":""Point"",""coordinates"":[-67.8010864260082,-38.1651000977786]}"
Dos Puntitas,CHIMENEA DE QUEMA,PRESIDENT PETROLEUM S.A.,YACIMIENTO,Dos Puntitas,"{""type"":""Point"",""coordinates"":[-63.9885417295949,-24.1147109456366]}"
Venteo Bateria 2 Charco Bayo,FOSA DE QUEMA,Vista Oil & Gas Argentina SA,PLANTA COMPRESORA,Bateria 2 Charco Bayo,"{""type"":""Point"",""coordinates"":[-68.1122984985004,-38.1958455508844]}"
Venteo Bateria 1 Piedras Blancas,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 1 Piedras Blancas,"{""type"":""Point"",""coordinates"":[-68.1551777555698,-38.1554920658795]}"
PV-BATSPD09,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATSPD09,"{""type"":""Point"",""coordinates"":[-68.17034266,-37.6459146779999]}"
OESTE-ZV-BR-BATERIA  Venteo - EPn,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATERIA 1 PUESTO MOLINA,"{""type"":""Point"",""coordinates"":[-69.1553344817256,-37.2093802648054]}"
OESTE-RDLS-ZA-CAÃADON AMARILLO VTO CAM,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CAÃADON AMARILLO,"{""type"":""Point"",""coordinates"":[-69.4205528469395,-36.960788950986]}"
PILETA VENTEO BAT MDM,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,MALAL DEL MEDIO,"{""type"":""Point"",""coordinates"":[-69.6404610980011,-36.1401937353525]}"
OESTE-RDLS-ZA  PTO MOLINA MZA VTO P MOL MZA,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,PUESTO MOLINA COMPRESORA,"{""type"":""Point"",""coordinates"":[-69.1371929353823,-37.1755000045014]}"
OESTE-RDLS-ZA  P BARDA MZA VTO P BARDA MZA,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,PASO BARDA MENDOZA,"{""type"":""Point"",""coordinates"":[-69.4746602794335,-37.140874491115]}"
OESTE-MZAS-GAS-BAT CF-2,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CERRO FORTUNOSO,"{""type"":""Point"",""coordinates"":[-69.3750690523947,-36.2255758020814]}"
OESTE-MZAS-GAS-BAT CF-3,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CERRO FORTUNOSO,"{""type"":""Point"",""coordinates"":[-69.3877739395156,-36.2478656662673]}"
PV-BATCHI26,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI26,"{""type"":""Point"",""coordinates"":[-69.3170295359999,-37.299936789]}"
CDL4,CHIMENEA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,YACIMIENTO,"SHE.Nq.CDL.e-7(h),SHE.Nq.CDL.e-8(h)","{""type"":""Point"",""coordinates"":[-68.5395664726978,-38.3211031289428]}"
SB5,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,"SHE.Nq.SB.e-1005(h),SHE.Nq.SB.e-1006(h)","{""type"":""Point"",""coordinates"":[-68.485575542223,-38.4669192671889]}"
AM2,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.AM.x-2(h),"{""type"":""Point"",""coordinates"":[-68.9799430079837,-37.6010864999224]}"
PCGLCE03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PCGLCE03,"{""type"":""Point"",""coordinates"":[-69.059012659,-46.4258449979999]}"
BATLAC01-SVENTEOS-EFL002,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATLAC01,"{""type"":""Point"",""coordinates"":[-68.635645289,-38.286998102]}"
PV-BATLOM23,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM23,"{""type"":""Point"",""coordinates"":[-69.2114766449999,-37.329242748]}"
PV-BATLOM36,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM36,"{""type"":""Point"",""coordinates"":[-69.2411370459999,-37.347254801]}"
BATECP01-SVENTEOS-SCC001,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATECP01,"{""type"":""Point"",""coordinates"":[-68.805089086,-33.0712364469999]}"
CDL2,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,"SHE.Nq.CDL.x-3(d),SHE.Nq.CDL.e-4(h)","{""type"":""Point"",""coordinates"":[-68.5268540344892,-38.3998973085986]}"
CDL5,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,"SHE.Nq.CDL.e-9(h),SHE.Nq.CDL.e-10(h),SHE.Nq.CDL.e-11(h)","{""type"":""Point"",""coordinates"":[-68.5517361845097,-38.3234741632429]}"
CASO2,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,"SHE.Nq.CASO.x-1(h),SHE.Nq.CASO.x-2(h),SHE.Nq.CASO.x-3(h),SHE.Nq.CASO.x-4(h)","{""type"":""Point"",""coordinates"":[-68.4794150002172,-38.4248810000392]}"
CDL1,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.CDL.x-1(h),"{""type"":""Point"",""coordinates"":[-68.5385836477176,-38.3210890894424]}"
SB1,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.SB.x-1001(h),"{""type"":""Point"",""coordinates"":[-68.4702909131971,-38.4941692930209]}"
SB7,CHIMENEA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,YACIMIENTO,Sierras Blancas Production Facility,"{""type"":""Point"",""coordinates"":[-68.4993597617636,-38.4546834276197]}"
SB8,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,"SHE.Nq.SB.e-1012(h),SHE.Nq.SB.e-1014(h),SHE.Nq.SB.e-1015(h)","{""type"":""Point"",""coordinates"":[-68.4742275476727,-38.4940836569185]}"
SB4,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.SB.e-1004(h),"{""type"":""Point"",""coordinates"":[-68.4841648296019,-38.4669389958785]}"
BANE2,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,"YPF.Nq.BAÃ±-43(h),YPF.Nq.BAÃ±-44","{""type"":""Point"",""coordinates"":[-68.9124111709976,-38.2754312359204]}"
BANE1,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.BAÃ±-7(h),"{""type"":""Point"",""coordinates"":[-69.0238087055805,-38.2313645618645]}"
BANE3,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.BAÃ±-1005,"{""type"":""Point"",""coordinates"":[-69.0219392807779,-38.2305177117924]}"
SB9,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,"SHE.Nq.SB.e-1012(h),SHE.Nq.SB.e-1013(h),SHE.Nq.SB.e-1014(h)","{""type"":""Point"",""coordinates"":[-68.4716856238008,-38.494143370913]}"
SB3,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.SB.x-1003,"{""type"":""Point"",""coordinates"":[-68.3976709300285,-38.4566614929845]}"
AM1,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.AM.x-1(h),"{""type"":""Point"",""coordinates"":[-69.0921096783642,-37.6762403849832]}"
AM4,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.AM.e-5(h),"{""type"":""Point"",""coordinates"":[-69.090370291394,-37.6756862166993]}"
AM5,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.AM.e-6(h),"{""type"":""Point"",""coordinates"":[-69.0903714445573,-37.6765865099568]}"
SB6,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.SB.s-1008,"{""type"":""Point"",""coordinates"":[-68.4989115646005,-38.4536164490101]}"
SB2,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.SB.x-1002(h),"{""type"":""Point"",""coordinates"":[-68.4179214199305,-38.5205978627956]}"
BATFLM01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATFLM01,"{""type"":""Point"",""coordinates"":[-69.6588192849999,-37.279245799]}"
PV-BATCHI03,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI03,"{""type"":""Point"",""coordinates"":[-69.295627172,-37.336058323]}"
PV-BATSCB01,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATSCB01,"{""type"":""Point"",""coordinates"":[-68.734477134,-37.621324019]}"
USPSSE01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPSSE01,"{""type"":""Point"",""coordinates"":[-68.0996635779999,-53.406771686]}"
BATPES01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATPES01,"{""type"":""Point"",""coordinates"":[-69.052791928,-38.855851491]}"
USPSBR04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPSBR04,"{""type"":""Point"",""coordinates"":[-68.9184549349999,-38.747801048]}"
BATRCO01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATRCO01,"{""type"":""Point"",""coordinates"":[-69.061539346,-38.82543715]}"
BATRNQ04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATRNQ04,"{""type"":""Point"",""coordinates"":[-68.19667989,-38.709169198]}"
USPRDM02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPRDM02,"{""type"":""Point"",""coordinates"":[-69.337474441,-38.563979758]}"
PV-BATLOM18,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM18,"{""type"":""Point"",""coordinates"":[-69.2503439,-37.349708842]}"
FQ-ADA.x-1,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo ADA.x-1,"{""type"":""Point"",""coordinates"":[-69.2342495220379,-37.4680082960151]}"
PV-BATCHI34,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI34,"{""type"":""Point"",""coordinates"":[-69.26766622,-37.3546119869999]}"
Venteo Bat 10,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8336791992188,-38.0794067382812]}"
Venteo Bat 11,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8021240234375,-38.0878295898438]}"
Venteo Bat 12,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8654174804688,-38.0578002929688]}"
Venteo Bat 14,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8878784179688,-37.9556884765625]}"
Venteo Bat 15,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.9075927734375,-37.9940185546875]}"
Venteo Bat 16,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8056030273438,-38.0537109375]}"
Venteo Bat 17,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,Jagüel de los Machos,"{""type"":""Point"",""coordinates"":[-67.790283203125,-38.1176147460938]}"
Venteo Bat 19,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,Jagüel de los Machos,"{""type"":""Point"",""coordinates"":[-67.8010864257812,-38.1651000976562]}"
Venteo Bat 20,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,Jagüel de los Machos,"{""type"":""Point"",""coordinates"":[-67.6351928710938,-38.1790161132812]}"
Antorcha,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Aguada de la Arena,"{""type"":""Point"",""coordinates"":[-69.14111328125,-38.2283935546875]}"
CO2-Membr,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Aguada de la Arena,"{""type"":""Point"",""coordinates"":[-69.14111328125,-38.2283935546875]}"
Venteo Permeato,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Aguada de la Arena,"{""type"":""Point"",""coordinates"":[-69.14111328125,-38.2283935546875]}"
Antorcha,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,El Mangrullo,"{""type"":""Point"",""coordinates"":[-69.4415283203125,-38.5734252929688]}"
Antorcha Bat 01,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.2009887695312,-38.7368774414062]}"
Antorcha Bat 02,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1688232421875,-38.7136840820312]}"
Antorcha Bat 03,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.2266845703125,-38.7496948242188]}"
Antorcha Bat 04,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1964111328125,-38.7081298828125]}"
Antorcha Bat 05,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.154296875,-38.7470092773438]}"
Antorcha Bat 06,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.25830078125,-38.6953125]}"
Antorcha Bat 07,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.150390625,-38.7286987304688]}"
Venteo Bat 01,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8526000976562,-38.017822265625]}"
Venteo Bat 02,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8295288085938,-38.0380249023438]}"
Venteo Bat 03,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8740844726562,-37.9921875]}"
Venteo Bat 04,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.819091796875,-37.9921264648438]}"
Venteo Bat 05,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.6820068359375,-38.0247802734375]}"
Venteo Bat 06,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8392944335938,-37.9498901367188]}"
Venteo Bat 07,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8643798828125,-37.95361328125]}"
Venteo Bat 08,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8336791992188,-38.0515747070312]}"
Veneto Bat 09,FOSA DE QUEMA,PETROBRAS ARGENTINA S.A.,PLANTA COMPRESORA,25 de Mayo-Medanito SE,"{""type"":""Point"",""coordinates"":[-67.8541870117188,-38.0355834960938]}"
Antorcha Bat 09,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.2218017578125,-38.7047119140625]}"
Chimenea de quema,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1986083984375,-38.7476806640625]}"
BATCPI06-SVENTEOS,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCPI06,"{""type"":""Point"",""coordinates"":[-68.4814967999999,-53.0213550989999]}"
PV-BATNQN01,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATRNQ01,"{""type"":""Point"",""coordinates"":[-68.199764635,-38.735096917]}"
BATLSA0B-SVENTEOS-EFL401,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATLSA0B,"{""type"":""Point"",""coordinates"":[-68.270552461,-53.435049495]}"
Planta Compresora de Gas,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Bayo 01,"{""type"":""Point"",""coordinates"":[-69.0260403218034,-46.0799870361727]}"
PTG-PIQUIRENDA,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Planta Tratamiento Gas Piquirenda,"{""type"":""Point"",""coordinates"":[-63.770068106358,-22.3521753397201]}"
SP.x-2,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,San Pedrito,"{""type"":""Point"",""coordinates"":[-64.0292678214528,-22.4173998348344]}"
